instance,m,rank,lp_obj,rho,position,aircraft_j
airland13,2,6,4381.170000,1,53,104
airland13,2,6,4381.170000,1,54,107
airland13,2,6,4381.170000,1,55,106
airland13,2,6,4381.170000,1,56,109
airland13,2,6,4381.170000,1,57,114
airland13,2,6,4381.170000,1,58,108
airland13,2,6,4381.170000,1,59,117
airland13,2,6,4381.170000,1,60,116
airland13,2,6,4381.170000,1,61,112
airland13,2,6,4381.170000,1,62,119
airland13,2,6,4381.170000,1,63,120
airland13,2,6,4381.170000,1,64,125
airland13,2,6,4381.170000,1,65,126
airland13,2,6,4381.170000,1,66,121
airland13,2,6,4381.170000,1,67,129
airland13,2,6,4381.170000,1,68,127
airland13,2,6,4381.170000,1,69,133
airland13,2,6,4381.170000,1,70,135
airland13,2,6,4381.170000,1,71,137
airland13,2,6,4381.170000,1,72,138
airland13,2,6,4381.170000,1,73,140
airland13,2,6,4381.170000,1,74,139
airland13,2,6,4381.170000,1,75,142
airland13,2,6,4381.170000,1,76,143
airland13,2,6,4381.170000,1,77,149
airland13,2,6,4381.170000,1,78,151
airland13,2,6,4381.170000,1,79,148
airland13,2,6,4381.170000,1,80,152
airland13,2,6,4381.170000,1,81,154
airland13,2,6,4381.170000,1,82,158
airland13,2,6,4381.170000,1,83,159
airland13,2,6,4381.170000,1,84,160
airland13,2,6,4381.170000,1,85,161
airland13,2,6,4381.170000,1,86,164
airland13,2,6,4381.170000,1,87,167
airland13,2,6,4381.170000,1,88,174
airland13,2,6,4381.170000,1,89,177
airland13,2,6,4381.170000,1,90,180
airland13,2,6,4381.170000,1,91,183
airland13,2,6,4381.170000,1,92,185
airland13,2,6,4381.170000,1,93,190
airland13,2,6,4381.170000,1,94,186
airland13,2,6,4381.170000,1,95,191
airland13,2,6,4381.170000,1,96,194
airland13,2,6,4381.170000,1,97,196
airland13,2,6,4381.170000,1,98,197
airland13,2,6,4381.170000,1,99,200
airland13,2,6,4381.170000,1,100,202
airland13,2,6,4381.170000,1,101,204
airland13,2,6,4381.170000,1,102,207
airland13,2,6,4381.170000,1,103,206
airland13,2,6,4381.170000,1,104,209
airland13,2,6,4381.170000,1,105,211
airland13,2,6,4381.170000,1,106,208
airland13,2,6,4381.170000,1,107,215
airland13,2,6,4381.170000,1,108,218
airland13,2,6,4381.170000,1,109,220
airland13,2,6,4381.170000,1,110,222
airland13,2,6,4381.170000,1,111,227
airland13,2,6,4381.170000,1,112,226
airland13,2,6,4381.170000,1,113,228
airland13,2,6,4381.170000,1,114,229
airland13,2,6,4381.170000,1,115,232
airland13,2,6,4381.170000,1,116,235
airland13,2,6,4381.170000,1,117,237
airland13,2,6,4381.170000,1,118,242
airland13,2,6,4381.170000,1,119,236
airland13,2,6,4381.170000,1,120,246
airland13,2,6,4381.170000,1,121,243
airland13,2,6,4381.170000,1,122,248
airland13,2,6,4381.170000,1,123,250
airland13,2,6,4381.170000,1,124,257
airland13,2,6,4381.170000,1,125,253
airland13,2,6,4381.170000,1,126,251
airland13,2,6,4381.170000,1,127,260
airland13,2,6,4381.170000,1,128,259
airland13,2,6,4381.170000,1,129,265
airland13,2,6,4381.170000,1,130,261
airland13,2,6,4381.170000,1,131,262
airland13,2,6,4381.170000,1,132,268
airland13,2,6,4381.170000,1,133,270
airland13,2,6,4381.170000,1,134,272
airland13,2,6,4381.170000,1,135,278
airland13,2,6,4381.170000,1,136,276
airland13,2,6,4381.170000,1,137,279
airland13,2,6,4381.170000,1,138,283
airland13,2,6,4381.170000,1,139,284
airland13,2,6,4381.170000,1,140,280
airland13,2,6,4381.170000,1,141,287
airland13,2,6,4381.170000,1,142,290
airland13,2,6,4381.170000,1,143,285
airland13,2,6,4381.170000,1,144,293
airland13,2,6,4381.170000,1,145,286
airland13,2,6,4381.170000,1,146,296
airland13,2,6,4381.170000,1,147,295
airland13,2,6,4381.170000,1,148,297
airland13,2,6,4381.170000,1,149,303
airland13,2,6,4381.170000,1,150,301
airland13,2,6,4381.170000,1,151,304
airland13,2,6,4381.170000,1,152,306
airland13,2,6,4381.170000,1,153,308
airland13,2,6,4381.170000,1,154,311
airland13,2,6,4381.170000,1,155,310
airland13,2,6,4381.170000,1,156,319
airland13,2,6,4381.170000,1,157,315
airland13,2,6,4381.170000,1,158,322
airland13,2,6,4381.170000,1,159,321
airland13,2,6,4381.170000,1,160,316
airland13,2,6,4381.170000,1,161,324
airland13,2,6,4381.170000,1,162,327
airland13,2,6,4381.170000,1,163,330
airland13,2,6,4381.170000,1,164,328
airland13,2,6,4381.170000,1,165,335
airland13,2,6,4381.170000,1,166,334
airland13,2,6,4381.170000,1,167,332
airland13,2,6,4381.170000,1,168,337
airland13,2,6,4381.170000,1,169,343
airland13,2,6,4381.170000,1,170,341
airland13,2,6,4381.170000,1,171,345
airland13,2,6,4381.170000,1,172,347
airland13,2,6,4381.170000,1,173,350
airland13,2,6,4381.170000,1,174,349
airland13,2,6,4381.170000,1,175,352
airland13,2,6,4381.170000,1,176,353
airland13,2,6,4381.170000,1,177,355
airland13,2,6,4381.170000,1,178,358
airland13,2,6,4381.170000,1,179,362
airland13,2,6,4381.170000,1,180,361
airland13,2,6,4381.170000,1,181,360
airland13,2,6,4381.170000,1,182,365
airland13,2,6,4381.170000,1,183,363
airland13,2,6,4381.170000,1,184,364
airland13,2,6,4381.170000,1,185,368
airland13,2,6,4381.170000,1,186,369
airland13,2,6,4381.170000,1,187,371
airland13,2,6,4381.170000,1,188,374
airland13,2,6,4381.170000,1,189,376
airland13,2,6,4381.170000,1,190,377
airland13,2,6,4381.170000,1,191,383
airland13,2,6,4381.170000,1,192,378
airland13,2,6,4381.170000,1,193,384
airland13,2,6,4381.170000,1,194,386
airland13,2,6,4381.170000,1,195,390
airland13,2,6,4381.170000,1,196,389
airland13,2,6,4381.170000,1,197,392
airland13,2,6,4381.170000,1,198,395
airland13,2,6,4381.170000,1,199,393
airland13,2,6,4381.170000,1,200,396
airland13,2,6,4381.170000,1,201,400
airland13,2,6,4381.170000,1,202,402
airland13,2,6,4381.170000,1,203,408
airland13,2,6,4381.170000,1,204,410
airland13,2,6,4381.170000,1,205,411
airland13,2,6,4381.170000,1,206,413
airland13,2,6,4381.170000,1,207,407
airland13,2,6,4381.170000,1,208,418
airland13,2,6,4381.170000,1,209,419
airland13,2,6,4381.170000,1,210,414
airland13,2,6,4381.170000,1,211,423
airland13,2,6,4381.170000,1,212,420
airland13,2,6,4381.170000,1,213,425
airland13,2,6,4381.170000,1,214,427
airland13,2,6,4381.170000,1,215,428
airland13,2,6,4381.170000,1,216,429
airland13,2,6,4381.170000,1,217,430
airland13,2,6,4381.170000,1,218,438
airland13,2,6,4381.170000,1,219,433
airland13,2,6,4381.170000,1,220,434
airland13,2,6,4381.170000,1,221,440
airland13,2,6,4381.170000,1,222,437
airland13,2,6,4381.170000,1,223,443
airland13,2,6,4381.170000,1,224,447
airland13,2,6,4381.170000,1,225,448
airland13,2,6,4381.170000,1,226,449
airland13,2,6,4381.170000,1,227,451
airland13,2,6,4381.170000,1,228,456
airland13,2,6,4381.170000,1,229,458
airland13,2,6,4381.170000,1,230,455
airland13,2,6,4381.170000,1,231,462
airland13,2,6,4381.170000,1,232,461
airland13,2,6,4381.170000,1,233,466
airland13,2,6,4381.170000,1,234,464
airland13,2,6,4381.170000,1,235,468
airland13,2,6,4381.170000,1,236,469
airland13,2,6,4381.170000,1,237,476
airland13,2,6,4381.170000,1,238,474
airland13,2,6,4381.170000,1,239,473
airland13,2,6,4381.170000,1,240,483
airland13,2,6,4381.170000,1,241,482
airland13,2,6,4381.170000,1,242,479
airland13,2,6,4381.170000,1,243,485
airland13,2,6,4381.170000,1,244,484
airland13,2,6,4381.170000,1,245,489
airland13,2,6,4381.170000,1,246,492
airland13,2,6,4381.170000,1,247,490
airland13,2,6,4381.170000,1,248,491
airland13,2,6,4381.170000,1,249,495
airland13,2,6,4381.170000,1,250,496
airland13,2,6,4381.170000,2,1,1
airland13,2,6,4381.170000,2,2,5
airland13,2,6,4381.170000,2,3,2
airland13,2,6,4381.170000,2,4,9
airland13,2,6,4381.170000,2,5,10
airland13,2,6,4381.170000,2,6,13
airland13,2,6,4381.170000,2,7,16
airland13,2,6,4381.170000,2,8,12
airland13,2,6,4381.170000,2,9,17
airland13,2,6,4381.170000,2,10,19
airland13,2,6,4381.170000,2,11,23
airland13,2,6,4381.170000,2,12,22
airland13,2,6,4381.170000,2,13,26
airland13,2,6,4381.170000,2,14,29
airland13,2,6,4381.170000,2,15,31
airland13,2,6,4381.170000,2,16,37
airland13,2,6,4381.170000,2,17,38
airland13,2,6,4381.170000,2,18,39
airland13,2,6,4381.170000,2,19,42
airland13,2,6,4381.170000,2,20,47
airland13,2,6,4381.170000,2,21,45
airland13,2,6,4381.170000,2,22,46
airland13,2,6,4381.170000,2,23,49
airland13,2,6,4381.170000,2,24,52
airland13,2,6,4381.170000,2,25,53
airland13,2,6,4381.170000,2,26,56
airland13,2,6,4381.170000,2,27,58
airland13,2,6,4381.170000,2,28,61
airland13,2,6,4381.170000,2,29,55
airland13,2,6,4381.170000,2,30,63
airland13,2,6,4381.170000,2,31,62
airland13,2,6,4381.170000,2,32,67
airland13,2,6,4381.170000,2,33,64
airland13,2,6,4381.170000,2,34,65
airland13,2,6,4381.170000,2,35,69
airland13,2,6,4381.170000,2,36,70
airland13,2,6,4381.170000,2,37,74
airland13,2,6,4381.170000,2,38,77
airland13,2,6,4381.170000,2,39,82
airland13,2,6,4381.170000,2,40,78
airland13,2,6,4381.170000,2,41,85
airland13,2,6,4381.170000,2,42,83
airland13,2,6,4381.170000,2,43,87
airland13,2,6,4381.170000,2,44,92
airland13,2,6,4381.170000,2,45,93
airland13,2,6,4381.170000,2,46,94
airland13,2,6,4381.170000,2,47,90
airland13,2,6,4381.170000,2,48,96
airland13,2,6,4381.170000,2,49,97
airland13,2,6,4381.170000,2,50,99
airland13,2,6,4381.170000,2,51,103
airland13,2,6,4381.170000,2,52,102
airland13,2,6,4381.170000,2,53,105
airland13,2,6,4381.170000,2,54,113
airland13,2,6,4381.170000,2,55,110
airland13,2,6,4381.170000,2,56,115
airland13,2,6,4381.170000,2,57,111
airland13,2,6,4381.170000,2,58,118
airland13,2,6,4381.170000,2,59,123
airland13,2,6,4381.170000,2,60,124
airland13,2,6,4381.170000,2,61,122
airland13,2,6,4381.170000,2,62,131
airland13,2,6,4381.170000,2,63,128
airland13,2,6,4381.170000,2,64,130
airland13,2,6,4381.170000,2,65,132
airland13,2,6,4381.170000,2,66,134
airland13,2,6,4381.170000,2,67,136
airland13,2,6,4381.170000,2,68,141
airland13,2,6,4381.170000,2,69,144
airland13,2,6,4381.170000,2,70,147
airland13,2,6,4381.170000,2,71,146
airland13,2,6,4381.170000,2,72,145
airland13,2,6,4381.170000,2,73,150
airland13,2,6,4381.170000,2,74,153
airland13,2,6,4381.170000,2,75,155
airland13,2,6,4381.170000,2,76,156
airland13,2,6,4381.170000,2,77,157
airland13,2,6,4381.170000,2,78,163
airland13,2,6,4381.170000,2,79,162
airland13,2,6,4381.170000,2,80,165
airland13,2,6,4381.170000,2,81,166
airland13,2,6,4381.170000,2,82,168
airland13,2,6,4381.170000,2,83,169
airland13,2,6,4381.170000,2,84,170
airland13,2,6,4381.170000,2,85,171
airland13,2,6,4381.170000,2,86,173
airland13,2,6,4381.170000,2,87,172
airland13,2,6,4381.170000,2,88,175
airland13,2,6,4381.170000,2,89,176
airland13,2,6,4381.170000,2,90,178
airland13,2,6,4381.170000,2,91,179
airland13,2,6,4381.170000,2,92,181
airland13,2,6,4381.170000,2,93,182
airland13,2,6,4381.170000,2,94,184
airland13,2,6,4381.170000,2,95,187
airland13,2,6,4381.170000,2,96,188
airland13,2,6,4381.170000,2,97,189
airland13,2,6,4381.170000,2,98,192
airland13,2,6,4381.170000,2,99,193
airland13,2,6,4381.170000,2,100,195
airland13,2,6,4381.170000,2,101,198
airland13,2,6,4381.170000,2,102,199
airland13,2,6,4381.170000,2,103,201
airland13,2,6,4381.170000,2,104,203
airland13,2,6,4381.170000,2,105,205
airland13,2,6,4381.170000,2,106,210
airland13,2,6,4381.170000,2,107,214
airland13,2,6,4381.170000,2,108,213
airland13,2,6,4381.170000,2,109,212
airland13,2,6,4381.170000,2,110,216
airland13,2,6,4381.170000,2,111,217
airland13,2,6,4381.170000,2,112,219
airland13,2,6,4381.170000,2,113,221
airland13,2,6,4381.170000,2,114,223
airland13,2,6,4381.170000,2,115,224
airland13,2,6,4381.170000,2,116,225
airland13,2,6,4381.170000,2,117,231
airland13,2,6,4381.170000,2,118,230
airland13,2,6,4381.170000,2,119,233
airland13,2,6,4381.170000,2,120,234
airland13,2,6,4381.170000,2,121,240
airland13,2,6,4381.170000,2,122,239
airland13,2,6,4381.170000,2,123,238
airland13,2,6,4381.170000,2,124,241
airland13,2,6,4381.170000,2,125,245
airland13,2,6,4381.170000,2,126,244
airland13,2,6,4381.170000,2,127,247
airland13,2,6,4381.170000,2,128,249
airland13,2,6,4381.170000,2,129,254
airland13,2,6,4381.170000,2,130,252
airland13,2,6,4381.170000,2,131,255
airland13,2,6,4381.170000,2,132,256
airland13,2,6,4381.170000,2,133,258
airland13,2,6,4381.170000,2,134,264
airland13,2,6,4381.170000,2,135,263
airland13,2,6,4381.170000,2,136,266
airland13,2,6,4381.170000,2,137,269
airland13,2,6,4381.170000,2,138,267
airland13,2,6,4381.170000,2,139,271
airland13,2,6,4381.170000,2,140,273
airland13,2,6,4381.170000,2,141,274
airland13,2,6,4381.170000,2,142,275
airland13,2,6,4381.170000,2,143,277
airland13,2,6,4381.170000,2,144,281
airland13,2,6,4381.170000,2,145,282
airland13,2,6,4381.170000,2,146,289
airland13,2,6,4381.170000,2,147,292
airland13,2,6,4381.170000,2,148,288
airland13,2,6,4381.170000,2,149,291
airland13,2,6,4381.170000,2,150,298
airland13,2,6,4381.170000,2,151,294
airland13,2,6,4381.170000,2,152,299
airland13,2,6,4381.170000,2,153,300
airland13,2,6,4381.170000,2,154,302
airland13,2,6,4381.170000,2,155,305
airland13,2,6,4381.170000,2,156,309
airland13,2,6,4381.170000,2,157,307
airland13,2,6,4381.170000,2,158,312
airland13,2,6,4381.170000,2,159,313
airland13,2,6,4381.170000,2,160,320
airland13,2,6,4381.170000,2,161,314
airland13,2,6,4381.170000,2,162,318
airland13,2,6,4381.170000,2,163,317
airland13,2,6,4381.170000,2,164,325
airland13,2,6,4381.170000,2,165,323
airland13,2,6,4381.170000,2,166,329
airland13,2,6,4381.170000,2,167,326
airland13,2,6,4381.170000,2,168,331
airland13,2,6,4381.170000,2,169,333
airland13,2,6,4381.170000,2,170,336
airland13,2,6,4381.170000,2,171,340
airland13,2,6,4381.170000,2,172,339
airland13,2,6,4381.170000,2,173,338
airland13,2,6,4381.170000,2,174,342
airland13,2,6,4381.170000,2,175,344
airland13,2,6,4381.170000,2,176,346
airland13,2,6,4381.170000,2,177,348
airland13,2,6,4381.170000,2,178,351
airland13,2,6,4381.170000,2,179,356
airland13,2,6,4381.170000,2,180,354
airland13,2,6,4381.170000,2,181,357
airland13,2,6,4381.170000,2,182,359
airland13,2,6,4381.170000,2,183,366
airland13,2,6,4381.170000,2,184,367
airland13,2,6,4381.170000,2,185,372
airland13,2,6,4381.170000,2,186,370
airland13,2,6,4381.170000,2,187,373
airland13,2,6,4381.170000,2,188,375
airland13,2,6,4381.170000,2,189,381
airland13,2,6,4381.170000,2,190,379
airland13,2,6,4381.170000,2,191,382
airland13,2,6,4381.170000,2,192,388
airland13,2,6,4381.170000,2,193,380
airland13,2,6,4381.170000,2,194,385
airland13,2,6,4381.170000,2,195,387
airland13,2,6,4381.170000,2,196,391
airland13,2,6,4381.170000,2,197,394
airland13,2,6,4381.170000,2,198,397
airland13,2,6,4381.170000,2,199,398
airland13,2,6,4381.170000,2,200,399
airland13,2,6,4381.170000,2,201,401
airland13,2,6,4381.170000,2,202,406
airland13,2,6,4381.170000,2,203,404
airland13,2,6,4381.170000,2,204,403
airland13,2,6,4381.170000,2,205,405
airland13,2,6,4381.170000,2,206,409
airland13,2,6,4381.170000,2,207,412
airland13,2,6,4381.170000,2,208,416
airland13,2,6,4381.170000,2,209,415
airland13,2,6,4381.170000,2,210,417
airland13,2,6,4381.170000,2,211,422
airland13,2,6,4381.170000,2,212,421
airland13,2,6,4381.170000,2,213,424
airland13,2,6,4381.170000,2,214,426
airland13,2,6,4381.170000,2,215,431
airland13,2,6,4381.170000,2,216,432
airland13,2,6,4381.170000,2,217,435
airland13,2,6,4381.170000,2,218,436
airland13,2,6,4381.170000,2,219,442
airland13,2,6,4381.170000,2,220,439
airland13,2,6,4381.170000,2,221,441
airland13,2,6,4381.170000,2,222,445
airland13,2,6,4381.170000,2,223,444
airland13,2,6,4381.170000,2,224,446
airland13,2,6,4381.170000,2,225,450
airland13,2,6,4381.170000,2,226,452
airland13,2,6,4381.170000,2,227,453
airland13,2,6,4381.170000,2,228,454
airland13,2,6,4381.170000,2,229,457
airland13,2,6,4381.170000,2,230,459
airland13,2,6,4381.170000,2,231,463
airland13,2,6,4381.170000,2,232,460
airland13,2,6,4381.170000,2,233,467
airland13,2,6,4381.170000,2,234,465
airland13,2,6,4381.170000,2,235,470
airland13,2,6,4381.170000,2,236,472
airland13,2,6,4381.170000,2,237,475
airland13,2,6,4381.170000,2,238,471
airland13,2,6,4381.170000,2,239,477
airland13,2,6,4381.170000,2,240,478
airland13,2,6,4381.170000,2,241,480
airland13,2,6,4381.170000,2,242,481
airland13,2,6,4381.170000,2,243,487
airland13,2,6,4381.170000,2,244,486
airland13,2,6,4381.170000,2,245,488
airland13,2,6,4381.170000,2,246,494
airland13,2,6,4381.170000,2,247,493
airland13,2,6,4381.170000,2,248,498
airland13,2,6,4381.170000,2,249,497
airland13,2,6,4381.170000,2,250,499
airland13,3,1,706.900000,1,1,4
airland13,3,1,706.900000,1,2,6
airland13,3,1,706.900000,1,3,9
airland13,3,1,706.900000,1,4,8
airland13,3,1,706.900000,1,5,15
airland13,3,1,706.900000,1,6,14
airland13,3,1,706.900000,1,7,20
airland13,3,1,706.900000,1,8,23
airland13,3,1,706.900000,1,9,28
airland13,3,1,706.900000,1,10,34
airland13,3,1,706.900000,1,11,40
airland13,3,1,706.900000,1,12,47
airland13,3,1,706.900000,1,13,46
airland13,3,1,706.900000,1,14,49
airland13,3,1,706.900000,1,15,51
airland13,3,1,706.900000,1,16,56
airland13,3,1,706.900000,1,17,57
airland13,3,1,706.900000,1,18,64
airland13,3,1,706.900000,1,19,65
airland13,3,1,706.900000,1,20,69
airland13,3,1,706.900000,1,21,70
airland13,3,1,706.900000,1,22,74
airland13,3,1,706.900000,1,23,77
airland13,3,1,706.900000,1,24,78
airland13,3,1,706.900000,1,25,83
airland13,3,1,706.900000,1,26,88
airland13,3,1,706.900000,1,27,91
airland13,3,1,706.900000,1,28,98
airland13,3,1,706.900000,1,29,100
airland13,3,1,706.900000,1,30,105
airland13,3,1,706.900000,1,31,114
airland13,3,1,706.900000,1,32,108
airland13,3,1,706.900000,1,33,111
airland13,3,1,706.900000,1,34,118
airland13,3,1,706.900000,1,35,120
airland13,3,1,706.900000,1,36,122
airland13,3,1,706.900000,1,37,131
airland13,3,1,706.900000,1,38,127
airland13,3,1,706.900000,1,39,136
airland13,3,1,706.900000,1,40,141
airland13,3,1,706.900000,1,41,151
airland13,3,1,706.900000,1,42,150
airland13,3,1,706.900000,1,43,153
airland13,3,1,706.900000,1,44,154
airland13,3,1,706.900000,1,45,156
airland13,3,1,706.900000,1,46,157
airland13,3,1,706.900000,1,47,161
airland13,3,1,706.900000,1,48,167
airland13,3,1,706.900000,1,49,170
airland13,3,1,706.900000,1,50,171
airland13,3,1,706.900000,1,51,173
airland13,3,1,706.900000,1,52,181
airland13,3,1,706.900000,1,53,182
airland13,3,1,706.900000,1,54,188
airland13,3,1,706.900000,1,55,186
airland13,3,1,706.900000,1,56,193
airland13,3,1,706.900000,1,57,194
airland13,3,1,706.900000,1,58,196
airland13,3,1,706.900000,1,59,199
airland13,3,1,706.900000,1,60,201
airland13,3,1,706.900000,1,61,207
airland13,3,1,706.900000,1,62,206
airland13,3,1,706.900000,1,63,214
airland13,3,1,706.900000,1,64,213
airland13,3,1,706.900000,1,65,215
airland13,3,1,706.900000,1,66,217
airland13,3,1,706.900000,1,67,220
airland13,3,1,706.900000,1,68,224
airland13,3,1,706.900000,1,69,228
airland13,3,1,706.900000,1,70,229
airland13,3,1,706.900000,1,71,233
airland13,3,1,706.900000,1,72,235
airland13,3,1,706.900000,1,73,240
airland13,3,1,706.900000,1,74,236
airland13,3,1,706.900000,1,75,246
airland13,3,1,706.900000,1,76,247
airland13,3,1,706.900000,1,77,249
airland13,3,1,706.900000,1,78,250
airland13,3,1,706.900000,1,79,257
airland13,3,1,706.900000,1,80,251
airland13,3,1,706.900000,1,81,260
airland13,3,1,706.900000,1,82,259
airland13,3,1,706.900000,1,83,263
airland13,3,1,706.900000,1,84,268
airland13,3,1,706.900000,1,85,273
airland13,3,1,706.900000,1,86,278
airland13,3,1,706.900000,1,87,275
airland13,3,1,706.900000,1,88,280
airland13,3,1,706.900000,1,89,287
airland13,3,1,706.900000,1,90,285
airland13,3,1,706.900000,1,91,288
airland13,3,1,706.900000,1,92,298
airland13,3,1,706.900000,1,93,294
airland13,3,1,706.900000,1,94,297
airland13,3,1,706.900000,1,95,299
airland13,3,1,706.900000,1,96,300
airland13,3,1,706.900000,1,97,302
airland13,3,1,706.900000,1,98,304
airland13,3,1,706.900000,1,99,307
airland13,3,1,706.900000,1,100,314
airland13,3,1,706.900000,1,101,317
airland13,3,1,706.900000,1,102,329
airland13,3,1,706.900000,1,103,326
airland13,3,1,706.900000,1,104,333
airland13,3,1,706.900000,1,105,332
airland13,3,1,706.900000,1,106,337
airland13,3,1,706.900000,1,107,339
airland13,3,1,706.900000,1,108,341
airland13,3,1,706.900000,1,109,346
airland13,3,1,706.900000,1,110,347
airland13,3,1,706.900000,1,111,350
airland13,3,1,706.900000,1,112,349
airland13,3,1,706.900000,1,113,352
airland13,3,1,706.900000,1,114,362
airland13,3,1,706.900000,1,115,360
airland13,3,1,706.900000,1,116,366
airland13,3,1,706.900000,1,117,363
airland13,3,1,706.900000,1,118,369
airland13,3,1,706.900000,1,119,370
airland13,3,1,706.900000,1,120,371
airland13,3,1,706.900000,1,121,374
airland13,3,1,706.900000,1,122,377
airland13,3,1,706.900000,1,123,383
airland13,3,1,706.900000,1,124,378
airland13,3,1,706.900000,1,125,380
airland13,3,1,706.900000,1,126,390
airland13,3,1,706.900000,1,127,389
airland13,3,1,706.900000,1,128,391
airland13,3,1,706.900000,1,129,393
airland13,3,1,706.900000,1,130,396
airland13,3,1,706.900000,1,131,406
airland13,3,1,706.900000,1,132,410
airland13,3,1,706.900000,1,133,405
airland13,3,1,706.900000,1,134,409
airland13,3,1,706.900000,1,135,412
airland13,3,1,706.900000,1,136,419
airland13,3,1,706.900000,1,137,417
airland13,3,1,706.900000,1,138,421
airland13,3,1,706.900000,1,139,424
airland13,3,1,706.900000,1,140,428
airland13,3,1,706.900000,1,141,432
airland13,3,1,706.900000,1,142,436
airland13,3,1,706.900000,1,143,434
airland13,3,1,706.900000,1,144,437
airland13,3,1,706.900000,1,145,444
airland13,3,1,706.900000,1,146,448
airland13,3,1,706.900000,1,147,452
airland13,3,1,706.900000,1,148,451
airland13,3,1,706.900000,1,149,456
airland13,3,1,706.900000,1,150,457
airland13,3,1,706.900000,1,151,459
airland13,3,1,706.900000,1,152,460
airland13,3,1,706.900000,1,153,464
airland13,3,1,706.900000,1,154,468
airland13,3,1,706.900000,1,155,470
airland13,3,1,706.900000,1,156,472
airland13,3,1,706.900000,1,157,474
airland13,3,1,706.900000,1,158,477
airland13,3,1,706.900000,1,159,483
airland13,3,1,706.900000,1,160,482
airland13,3,1,706.900000,1,161,481
airland13,3,1,706.900000,1,162,488
airland13,3,1,706.900000,1,163,494
airland13,3,1,706.900000,1,164,493
airland13,3,1,706.900000,1,165,498
airland13,3,1,706.900000,1,166,497
airland13,3,1,706.900000,2,1,5
airland13,3,1,706.900000,2,2,2
airland13,3,1,706.900000,2,3,10
airland13,3,1,706.900000,2,4,12
airland13,3,1,706.900000,2,5,17
airland13,3,1,706.900000,2,6,19
airland13,3,1,706.900000,2,7,24
airland13,3,1,706.900000,2,8,22
airland13,3,1,706.900000,2,9,26
airland13,3,1,706.900000,2,10,30
airland13,3,1,706.900000,2,11,31
airland13,3,1,706.900000,2,12,37
airland13,3,1,706.900000,2,13,36
airland13,3,1,706.900000,2,14,41
airland13,3,1,706.900000,2,15,44
airland13,3,1,706.900000,2,16,43
airland13,3,1,706.900000,2,17,48
airland13,3,1,706.900000,2,18,52
airland13,3,1,706.900000,2,19,53
airland13,3,1,706.900000,2,20,59
airland13,3,1,706.900000,2,21,61
airland13,3,1,706.900000,2,22,60
airland13,3,1,706.900000,2,23,62
airland13,3,1,706.900000,2,24,66
airland13,3,1,706.900000,2,25,68
airland13,3,1,706.900000,2,26,75
airland13,3,1,706.900000,2,27,82
airland13,3,1,706.900000,2,28,80
airland13,3,1,706.900000,2,29,84
airland13,3,1,706.900000,2,30,86
airland13,3,1,706.900000,2,31,92
airland13,3,1,706.900000,2,32,89
airland13,3,1,706.900000,2,33,93
airland13,3,1,706.900000,2,34,95
airland13,3,1,706.900000,2,35,90
airland13,3,1,706.900000,2,36,103
airland13,3,1,706.900000,2,37,102
airland13,3,1,706.900000,2,38,107
airland13,3,1,706.900000,2,39,113
airland13,3,1,706.900000,2,40,110
airland13,3,1,706.900000,2,41,117
airland13,3,1,706.900000,2,42,125
airland13,3,1,706.900000,2,43,126
airland13,3,1,706.900000,2,44,121
airland13,3,1,706.900000,2,45,129
airland13,3,1,706.900000,2,46,128
airland13,3,1,706.900000,2,47,132
airland13,3,1,706.900000,2,48,134
airland13,3,1,706.900000,2,49,137
airland13,3,1,706.900000,2,50,142
airland13,3,1,706.900000,2,51,143
airland13,3,1,706.900000,2,52,146
airland13,3,1,706.900000,2,53,145
airland13,3,1,706.900000,2,54,148
airland13,3,1,706.900000,2,55,152
airland13,3,1,706.900000,2,56,155
airland13,3,1,706.900000,2,57,160
airland13,3,1,706.900000,2,58,165
airland13,3,1,706.900000,2,59,174
airland13,3,1,706.900000,2,60,176
airland13,3,1,706.900000,2,61,180
airland13,3,1,706.900000,2,62,183
airland13,3,1,706.900000,2,63,192
airland13,3,1,706.900000,2,64,195
airland13,3,1,706.900000,2,65,198
airland13,3,1,706.900000,2,66,197
airland13,3,1,706.900000,2,67,203
airland13,3,1,706.900000,2,68,204
airland13,3,1,706.900000,2,69,210
airland13,3,1,706.900000,2,70,211
airland13,3,1,706.900000,2,71,212
airland13,3,1,706.900000,2,72,216
airland13,3,1,706.900000,2,73,218
airland13,3,1,706.900000,2,74,219
airland13,3,1,706.900000,2,75,222
airland13,3,1,706.900000,2,76,227
airland13,3,1,706.900000,2,77,225
airland13,3,1,706.900000,2,78,232
airland13,3,1,706.900000,2,79,234
airland13,3,1,706.900000,2,80,237
airland13,3,1,706.900000,2,81,239
airland13,3,1,706.900000,2,82,241
airland13,3,1,706.900000,2,83,245
airland13,3,1,706.900000,2,84,244
airland13,3,1,706.900000,2,85,248
airland13,3,1,706.900000,2,86,254
airland13,3,1,706.900000,2,87,252
airland13,3,1,706.900000,2,88,256
airland13,3,1,706.900000,2,89,258
airland13,3,1,706.900000,2,90,265
airland13,3,1,706.900000,2,91,262
airland13,3,1,706.900000,2,92,269
airland13,3,1,706.900000,2,93,270
airland13,3,1,706.900000,2,94,272
airland13,3,1,706.900000,2,95,274
airland13,3,1,706.900000,2,96,279
airland13,3,1,706.900000,2,97,281
