instance,m,rho,position,aircraft_j
airland12,5,4,9,41
airland12,5,4,10,50
airland12,5,4,11,53
airland12,5,4,12,58
airland12,5,4,13,64
airland12,5,4,14,66
airland12,5,4,15,76
airland12,5,4,16,75
airland12,5,4,17,81
airland12,5,4,18,91
airland12,5,4,19,96
airland12,5,4,20,97
airland12,5,4,21,103
airland12,5,4,22,109
airland12,5,4,23,111
airland12,5,4,24,118
airland12,5,4,25,123
airland12,5,4,26,130
airland12,5,4,27,129
airland12,5,4,28,136
airland12,5,4,29,144
airland12,5,4,30,148
airland12,5,4,31,153
airland12,5,4,32,160
airland12,5,4,33,167
airland12,5,4,34,171
airland12,5,4,35,173
airland12,5,4,36,177
airland12,5,4,37,182
airland12,5,4,38,189
airland12,5,4,39,192
airland12,5,4,40,198
airland12,5,4,41,201
airland12,5,4,42,207
airland12,5,4,43,213
airland12,5,4,44,218
airland12,5,4,45,225
airland12,5,4,46,229
airland12,5,4,47,231
airland12,5,4,48,233
airland12,5,4,49,242
airland12,5,4,50,247
airland12,5,5,1,5
airland12,5,5,2,9
airland12,5,5,3,14
airland12,5,5,4,21
airland12,5,5,5,22
airland12,5,5,6,29
airland12,5,5,7,36
airland12,5,5,8,37
airland12,5,5,9,43
airland12,5,5,10,45
airland12,5,5,11,54
airland12,5,5,12,59
airland12,5,5,13,67
airland12,5,5,14,68
airland12,5,5,15,74
airland12,5,5,16,79
airland12,5,5,17,87
airland12,5,5,18,88
airland12,5,5,19,98
airland12,5,5,20,99
airland12,5,5,21,106
airland12,5,5,22,108
airland12,5,5,23,112
airland12,5,5,24,119
airland12,5,5,25,127
airland12,5,5,26,131
airland12,5,5,27,133
airland12,5,5,28,140
airland12,5,5,29,146
airland12,5,5,30,149
airland12,5,5,31,152
airland12,5,5,32,158
airland12,5,5,33,165
airland12,5,5,34,166
airland12,5,5,35,174
airland12,5,5,36,179
airland12,5,5,37,184
airland12,5,5,38,188
airland12,5,5,39,190
airland12,5,5,40,199
airland12,5,5,41,205
airland12,5,5,42,209
airland12,5,5,43,214
airland12,5,5,44,219
airland12,5,5,45,223
airland12,5,5,46,232
airland12,5,5,47,234
airland12,5,5,48,239
airland12,5,5,49,241
airland12,5,5,50,249
airland13,2,1,1,0
airland13,2,1,2,1
airland13,2,1,3,5
airland13,2,1,4,2
airland13,2,1,5,6
airland13,2,1,6,9
airland13,2,1,7,10
airland13,2,1,8,16
airland13,2,1,9,15
airland13,2,1,10,14
airland13,2,1,11,19
airland13,2,1,12,24
airland13,2,1,13,21
airland13,2,1,14,25
airland13,2,1,15,27
airland13,2,1,16,29
airland13,2,1,17,33
airland13,2,1,18,32
airland13,2,1,19,34
airland13,2,1,20,35
airland13,2,1,21,38
airland13,2,1,22,39
airland13,2,1,23,41
airland13,2,1,24,47
airland13,2,1,25,46
airland13,2,1,26,48
airland13,2,1,27,52
airland13,2,1,28,53
airland13,2,1,29,59
airland13,2,1,30,61
airland13,2,1,31,55
airland13,2,1,32,63
airland13,2,1,33,67
airland13,2,1,34,64
airland13,2,1,35,69
airland13,2,1,36,68
airland13,2,1,37,72
airland13,2,1,38,73
airland13,2,1,39,77
airland13,2,1,40,79
airland13,2,1,41,80
airland13,2,1,42,85
airland13,2,1,43,86
airland13,2,1,44,92
airland13,2,1,45,89
airland13,2,1,46,94
airland13,2,1,47,91
airland13,2,1,48,97
airland13,2,1,49,99
airland13,2,1,50,103
airland13,2,1,51,102
airland13,2,1,52,105
airland13,2,1,53,107
airland13,2,1,54,113
airland13,2,1,55,109
airland13,2,1,56,108
airland13,2,1,57,117
airland13,2,1,58,111
airland13,2,1,59,112
airland13,2,1,60,119
airland13,2,1,61,123
airland13,2,1,62,124
airland13,2,1,63,126
airland13,2,1,64,121
airland13,2,1,65,129
airland13,2,1,66,128
airland13,2,1,67,130
airland13,2,1,68,132
airland13,2,1,69,134
airland13,2,1,70,137
airland13,2,1,71,138
airland13,2,1,72,140
airland13,2,1,73,139
airland13,2,1,74,142
airland13,2,1,75,143
airland13,2,1,76,146
airland13,2,1,77,151
airland13,2,1,78,148
airland13,2,1,79,152
airland13,2,1,80,155
airland13,2,1,81,157
airland13,2,1,82,160
airland13,2,1,83,161
airland13,2,1,84,165
airland13,2,1,85,167
airland13,2,1,86,170
airland13,2,1,87,171
airland13,2,1,88,173
airland13,2,1,89,174
airland13,2,1,90,176
airland13,2,1,91,179
airland13,2,1,92,180
airland13,2,1,93,183
airland13,2,1,94,184
airland13,2,1,95,188
airland13,2,1,96,192
airland13,2,1,97,186
airland13,2,1,98,193
airland13,2,1,99,194
airland13,2,1,100,196
airland13,2,1,101,198
airland13,2,1,102,197
airland13,2,1,103,200
airland13,2,1,104,202
airland13,2,1,105,205
airland13,2,1,106,210
airland13,2,1,107,209
airland13,2,1,108,208
airland13,2,1,109,213
airland13,2,1,110,216
airland13,2,1,111,218
airland13,2,1,112,219
airland13,2,1,113,221
airland13,2,1,114,222
airland13,2,1,115,227
airland13,2,1,116,225
airland13,2,1,117,228
airland13,2,1,118,229
airland13,2,1,119,230
airland13,2,1,120,233
airland13,2,1,121,235
airland13,2,1,122,237
airland13,2,1,123,239
airland13,2,1,124,238
airland13,2,1,125,246
airland13,2,1,126,243
airland13,2,1,127,248
airland13,2,1,128,254
airland13,2,1,129,253
airland13,2,1,130,251
airland13,2,1,131,256
airland13,2,1,132,260
airland13,2,1,133,259
airland13,2,1,134,265
airland13,2,1,135,263
airland13,2,1,136,262
airland13,2,1,137,269
airland13,2,1,138,267
airland13,2,1,139,271
airland13,2,1,140,273
airland13,2,1,141,274
airland13,2,1,142,276
airland13,2,1,143,279
airland13,2,1,144,283
airland13,2,1,145,284
airland13,2,1,146,280
airland13,2,1,147,287
airland13,2,1,148,285
airland13,2,1,149,293
airland13,2,1,150,286
airland13,2,1,151,291
airland13,2,1,152,298
airland13,2,1,153,294
airland13,2,1,154,297
airland13,2,1,155,303
airland13,2,1,156,302
airland13,2,1,157,305
airland13,2,1,158,307
airland13,2,1,159,311
airland13,2,1,160,310
airland13,2,1,161,313
airland13,2,1,162,319
airland13,2,1,163,314
airland13,2,1,164,318
airland13,2,1,165,321
airland13,2,1,166,325
airland13,2,1,167,323
airland13,2,1,168,329
airland13,2,1,169,326
airland13,2,1,170,333
airland13,2,1,171,336
airland13,2,1,172,340
airland13,2,1,173,343
airland13,2,1,174,341
airland13,2,1,175,345
airland13,2,1,176,347
airland13,2,1,177,348
airland13,2,1,178,349
airland13,2,1,179,353
airland13,2,1,180,357
airland13,2,1,181,360
airland13,2,1,182,365
airland13,2,1,183,363
airland13,2,1,184,372
airland13,2,1,185,369
airland13,2,1,186,370
airland13,2,1,187,371
airland13,2,1,188,375
airland13,2,1,189,381
airland13,2,1,190,379
airland13,2,1,191,382
airland13,2,1,192,388
airland13,2,1,193,380
airland13,2,1,194,385
airland13,2,1,195,390
airland13,2,1,196,389
airland13,2,1,197,392
airland13,2,1,198,394
airland13,2,1,199,397
airland13,2,1,200,396
airland13,2,1,201,400
airland13,2,1,202,402
airland13,2,1,203,408
airland13,2,1,204,410
airland13,2,1,205,411
airland13,2,1,206,413
airland13,2,1,207,407
airland13,2,1,208,418
airland13,2,1,209,419
airland13,2,1,210,417
airland13,2,1,211,422
airland13,2,1,212,421
airland13,2,1,213,425
airland13,2,1,214,426
airland13,2,1,215,428
airland13,2,1,216,429
airland13,2,1,217,432
airland13,2,1,218,435
airland13,2,1,219,436
airland13,2,1,220,442
airland13,2,1,221,434
airland13,2,1,222,440
airland13,2,1,223,437
airland13,2,1,224,445
airland13,2,1,225,443
airland13,2,1,226,447
airland13,2,1,227,446
airland13,2,1,228,452
airland13,2,1,229,451
airland13,2,1,230,456
airland13,2,1,231,454
airland13,2,1,232,457
airland13,2,1,233,455
airland13,2,1,234,462
airland13,2,1,235,461
airland13,2,1,236,466
airland13,2,1,237,464
airland13,2,1,238,468
airland13,2,1,239,469
airland13,2,1,240,476
airland13,2,1,241,475
airland13,2,1,242,473
airland13,2,1,243,477
airland13,2,1,244,478
airland13,2,1,245,480
airland13,2,1,246,485
airland13,2,1,247,488
airland13,2,1,248,494
airland13,2,1,249,493
airland13,2,1,250,498
airland13,2,1,251,497
airland13,2,1,252,499
airland13,2,2,1,4
airland13,2,2,2,3
airland13,2,2,3,7
airland13,2,2,4,8
airland13,2,2,5,13
airland13,2,2,6,11
airland13,2,2,7,12
airland13,2,2,8,17
airland13,2,2,9,18
airland13,2,2,10,20
airland13,2,2,11,23
airland13,2,2,12,22
airland13,2,2,13,26
airland13,2,2,14,30
airland13,2,2,15,28
airland13,2,2,16,31
airland13,2,2,17,37
airland13,2,2,18,40
airland13,2,2,19,36
airland13,2,2,20,42
airland13,2,2,21,44
airland13,2,2,22,45
airland13,2,2,23,43
airland13,2,2,24,49
airland13,2,2,25,51
airland13,2,2,26,50
airland13,2,2,27,54
airland13,2,2,28,56
airland13,2,2,29,58
airland13,2,2,30,57
airland13,2,2,31,60
airland13,2,2,32,62
airland13,2,2,33,66
airland13,2,2,34,65
airland13,2,2,35,71
airland13,2,2,36,70
airland13,2,2,37,74
airland13,2,2,38,75
airland13,2,2,39,76
airland13,2,2,40,81
airland13,2,2,41,82
airland13,2,2,42,78
airland13,2,2,43,84
airland13,2,2,44,83
airland13,2,2,45,87
airland13,2,2,46,88
airland13,2,2,47,93
airland13,2,2,48,95
airland13,2,2,49,90
airland13,2,2,50,96
airland13,2,2,51,98
airland13,2,2,52,101
airland13,2,2,53,100
airland13,2,2,54,104
airland13,2,2,55,106
airland13,2,2,56,114
airland13,2,2,57,110
airland13,2,2,58,115
airland13,2,2,59,116
airland13,2,2,60,118
airland13,2,2,61,120
airland13,2,2,62,125
airland13,2,2,63,122
airland13,2,2,64,131
airland13,2,2,65,127
airland13,2,2,66,133
airland13,2,2,67,135
airland13,2,2,68,136
airland13,2,2,69,141
airland13,2,2,70,144
airland13,2,2,71,147
airland13,2,2,72,149
airland13,2,2,73,145
airland13,2,2,74,150
airland13,2,2,75,153
airland13,2,2,76,154
airland13,2,2,77,158
airland13,2,2,78,156
airland13,2,2,79,159
airland13,2,2,80,163
airland13,2,2,81,162
airland13,2,2,82,164
airland13,2,2,83,166
airland13,2,2,84,168
airland13,2,2,85,169
airland13,2,2,86,172
airland13,2,2,87,175
airland13,2,2,88,177
airland13,2,2,89,178
airland13,2,2,90,181
airland13,2,2,91,182
airland13,2,2,92,187
airland13,2,2,93,185
airland13,2,2,94,190
airland13,2,2,95,189
airland13,2,2,96,191
airland13,2,2,97,195
airland13,2,2,98,199
airland13,2,2,99,201
airland13,2,2,100,203
airland13,2,2,101,204
airland13,2,2,102,207
airland13,2,2,103,206
airland13,2,2,104,214
airland13,2,2,105,211
airland13,2,2,106,212
airland13,2,2,107,215
airland13,2,2,108,217
airland13,2,2,109,220
airland13,2,2,110,223
airland13,2,2,111,224
airland13,2,2,112,226
airland13,2,2,113,231
airland13,2,2,114,232
airland13,2,2,115,234
airland13,2,2,116,240
airland13,2,2,117,242
airland13,2,2,118,236
airland13,2,2,119,241
airland13,2,2,120,245
airland13,2,2,121,244
airland13,2,2,122,247
airland13,2,2,123,249
airland13,2,2,124,250
airland13,2,2,125,257
airland13,2,2,126,252
airland13,2,2,127,255
airland13,2,2,128,258
airland13,2,2,129,264
airland13,2,2,130,261
airland13,2,2,131,266
airland13,2,2,132,268
airland13,2,2,133,270
airland13,2,2,134,272
airland13,2,2,135,278
airland13,2,2,136,275
airland13,2,2,137,277
airland13,2,2,138,281
airland13,2,2,139,282
airland13,2,2,140,290
airland13,2,2,141,289
airland13,2,2,142,292
airland13,2,2,143,288
airland13,2,2,144,296
airland13,2,2,145,295
airland13,2,2,146,299
airland13,2,2,147,300
airland13,2,2,148,301
airland13,2,2,149,304
airland13,2,2,150,306
airland13,2,2,151,309
airland13,2,2,152,308
airland13,2,2,153,312
airland13,2,2,154,320
airland13,2,2,155,315
airland13,2,2,156,322
airland13,2,2,157,317
airland13,2,2,158,316
airland13,2,2,159,324
airland13,2,2,160,327
airland13,2,2,161,330
airland13,2,2,162,328
airland13,2,2,163,331
airland13,2,2,164,335
airland13,2,2,165,334
airland13,2,2,166,332
airland13,2,2,167,337
airland13,2,2,168,339
airland13,2,2,169,338
airland13,2,2,170,342
airland13,2,2,171,344
airland13,2,2,172,346
airland13,2,2,173,350
airland13,2,2,174,351
airland13,2,2,175,352
airland13,2,2,176,356
airland13,2,2,177,354
airland13,2,2,178,355
airland13,2,2,179,358
airland13,2,2,180,362
airland13,2,2,181,361
airland13,2,2,182,359
airland13,2,2,183,366
airland13,2,2,184,367
airland13,2,2,185,364
airland13,2,2,186,368
airland13,2,2,187,373
airland13,2,2,188,374
airland13,2,2,189,376
airland13,2,2,190,377
airland13,2,2,191,383
airland13,2,2,192,378
airland13,2,2,193,384
airland13,2,2,194,386
airland13,2,2,195,387
airland13,2,2,196,391
airland13,2,2,197,395
airland13,2,2,198,393
airland13,2,2,199,398
airland13,2,2,200,399
airland13,2,2,201,401
airland13,2,2,202,406
airland13,2,2,203,404
airland13,2,2,204,403
airland13,2,2,205,405
airland13,2,2,206,409
airland13,2,2,207,412
airland13,2,2,208,416
airland13,2,2,209,415
airland13,2,2,210,414
airland13,2,2,211,423
airland13,2,2,212,420
airland13,2,2,213,424
airland13,2,2,214,427
airland13,2,2,215,431
airland13,2,2,216,430
airland13,2,2,217,438
airland13,2,2,218,433
airland13,2,2,219,439
airland13,2,2,220,441
airland13,2,2,221,444
airland13,2,2,222,448
airland13,2,2,223,450
airland13,2,2,224,449
airland13,2,2,225,453
airland13,2,2,226,458
airland13,2,2,227,459
airland13,2,2,228,463
airland13,2,2,229,460
airland13,2,2,230,467
airland13,2,2,231,465
airland13,2,2,232,470
airland13,2,2,233,472
airland13,2,2,234,474
airland13,2,2,235,471
airland13,2,2,236,483
airland13,2,2,237,482
airland13,2,2,238,479
airland13,2,2,239,481
airland13,2,2,240,487
airland13,2,2,241,484
airland13,2,2,242,486
airland13,2,2,243,489
airland13,2,2,244,492
airland13,2,2,245,490
airland13,2,2,246,491
airland13,2,2,247,495
airland13,2,2,248,496
airland13,3,1,1,4
airland13,3,1,2,6
airland13,3,1,3,9
airland13,3,1,4,8
airland13,3,1,5,15
airland13,3,1,6,14
airland13,3,1,7,20
airland13,3,1,8,23
airland13,3,1,9,28
airland13,3,1,10,34
airland13,3,1,11,40
airland13,3,1,12,47
airland13,3,1,13,46
airland13,3,1,14,49
airland13,3,1,15,51
airland13,3,1,16,56
airland13,3,1,17,57
airland13,3,1,18,64
airland13,3,1,19,65
airland13,3,1,20,69
airland13,3,1,21,70
airland13,3,1,22,74
airland13,3,1,23,77
airland13,3,1,24,78
airland13,3,1,25,83
airland13,3,1,26,88
airland13,3,1,27,91
airland13,3,1,28,98
airland13,3,1,29,100
airland13,3,1,30,105
airland13,3,1,31,114
airland13,3,1,32,108
airland13,3,1,33,111
airland13,3,1,34,118
airland13,3,1,35,120
airland13,3,1,36,122
airland13,3,1,37,131
airland13,3,1,38,127
airland13,3,1,39,136
airland13,3,1,40,141
airland13,3,1,41,151
airland13,3,1,42,150
airland13,3,1,43,153
airland13,3,1,44,154
airland13,3,1,45,156
airland13,3,1,46,157
airland13,3,1,47,161
airland13,3,1,48,167
airland13,3,1,49,170
airland13,3,1,50,171
airland13,3,1,51,173
airland13,3,1,52,181
airland13,3,1,53,182
airland13,3,1,54,188
airland13,3,1,55,186
airland13,3,1,56,193
airland13,3,1,57,194
airland13,3,1,58,196
airland13,3,1,59,199
airland13,3,1,60,201
airland13,3,1,61,207
airland13,3,1,62,206
airland13,3,1,63,214
airland13,3,1,64,213
airland13,3,1,65,215
airland13,3,1,66,217
airland13,3,1,67,220
airland13,3,1,68,224
airland13,3,1,69,228
airland13,3,1,70,229
airland13,3,1,71,233
airland13,3,1,72,235
airland13,3,1,73,240
airland13,3,1,74,236
airland13,3,1,75,246
airland13,3,1,76,247
airland13,3,1,77,249
airland13,3,1,78,250
airland13,3,1,79,257
airland13,3,1,80,251
airland13,3,1,81,260
airland13,3,1,82,259
airland13,3,1,83,263
airland13,3,1,84,268
airland13,3,1,85,273
airland13,3,1,86,278
airland13,3,1,87,275
airland13,3,1,88,280
airland13,3,1,89,287
airland13,3,1,90,285
airland13,3,1,91,288
airland13,3,1,92,298
airland13,3,1,93,294
airland13,3,1,94,297
airland13,3,1,95,299
airland13,3,1,96,300
airland13,3,1,97,302
airland13,3,1,98,304
airland13,3,1,99,307
airland13,3,1,100,314
airland13,3,1,101,317
airland13,3,1,102,329
airland13,3,1,103,326
airland13,3,1,104,333
airland13,3,1,105,332
airland13,3,1,106,337
airland13,3,1,107,339
airland13,3,1,108,341
airland13,3,1,109,346
airland13,3,1,110,347
airland13,3,1,111,350
airland13,3,1,112,349
airland13,3,1,113,352
airland13,3,1,114,362
airland13,3,1,115,360
airland13,3,1,116,366
airland13,3,1,117,363
airland13,3,1,118,369
airland13,3,1,119,370
airland13,3,1,120,371
airland13,3,1,121,374
airland13,3,1,122,377
airland13,3,1,123,383
airland13,3,1,124,378
airland13,3,1,125,380
airland13,3,1,126,390
airland13,3,1,127,389
airland13,3,1,128,391
airland13,3,1,129,393
airland13,3,1,130,396
airland13,3,1,131,406
airland13,3,1,132,410
airland13,3,1,133,405
airland13,3,1,134,409
airland13,3,1,135,412
airland13,3,1,136,419
airland13,3,1,137,417
airland13,3,1,138,421
airland13,3,1,139,424
airland13,3,1,140,428
airland13,3,1,141,432
airland13,3,1,142,436
airland13,3,1,143,434
airland13,3,1,144,437
airland13,3,1,145,444
airland13,3,1,146,448
airland13,3,1,147,452
airland13,3,1,148,451
airland13,3,1,149,456
airland13,3,1,150,457
airland13,3,1,151,459
airland13,3,1,152,460
airland13,3,1,153,464
airland13,3,1,154,468
airland13,3,1,155,470
airland13,3,1,156,472
airland13,3,1,157,474
airland13,3,1,158,477
airland13,3,1,159,483
airland13,3,1,160,482
airland13,3,1,161,481
airland13,3,1,162,488
airland13,3,1,163,494
airland13,3,1,164,493
airland13,3,1,165,498
airland13,3,1,166,497
airland13,3,2,1,5
airland13,3,2,2,2
airland13,3,2,3,10
airland13,3,2,4,12
airland13,3,2,5,17
airland13,3,2,6,19
airland13,3,2,7,24
airland13,3,2,8,22
airland13,3,2,9,26
airland13,3,2,10,30
airland13,3,2,11,31
airland13,3,2,12,37
airland13,3,2,13,36
airland13,3,2,14,41
airland13,3,2,15,44
airland13,3,2,16,43
airland13,3,2,17,48
airland13,3,2,18,52
airland13,3,2,19,53
airland13,3,2,20,59
airland13,3,2,21,61
airland13,3,2,22,60
airland13,3,2,23,62
airland13,3,2,24,66
airland13,3,2,25,68
airland13,3,2,26,75
airland13,3,2,27,82
airland13,3,2,28,80
airland13,3,2,29,84
airland13,3,2,30,86
airland13,3,2,31,92
airland13,3,2,32,89
airland13,3,2,33,93
airland13,3,2,34,95
airland13,3,2,35,90
airland13,3,2,36,103
airland13,3,2,37,102
airland13,3,2,38,107
airland13,3,2,39,113
airland13,3,2,40,110
airland13,3,2,41,117
airland13,3,2,42,125
airland13,3,2,43,126
airland13,3,2,44,121
airland13,3,2,45,129
airland13,3,2,46,128
airland13,3,2,47,132
airland13,3,2,48,134
airland13,3,2,49,137
airland13,3,2,50,142
airland13,3,2,51,143
airland13,3,2,52,146
airland13,3,2,53,145
airland13,3,2,54,148
airland13,3,2,55,152
airland13,3,2,56,155
airland13,3,2,57,160
airland13,3,2,58,165
airland13,3,2,59,174
airland13,3,2,60,176
airland13,3,2,61,180
airland13,3,2,62,183
airland13,3,2,63,192
airland13,3,2,64,195
airland13,3,2,65,198
airland13,3,2,66,197
airland13,3,2,67,203
airland13,3,2,68,204
airland13,3,2,69,210
airland13,3,2,70,211
airland13,3,2,71,212
airland13,3,2,72,216
airland13,3,2,73,218
airland13,3,2,74,219
airland13,3,2,75,222
airland13,3,2,76,227
airland13,3,2,77,225
airland13,3,2,78,232
airland13,3,2,79,234
airland13,3,2,80,237
airland13,3,2,81,239
airland13,3,2,82,241
airland13,3,2,83,245
airland13,3,2,84,244
airland13,3,2,85,248
airland13,3,2,86,254
airland13,3,2,87,252
airland13,3,2,88,256
airland13,3,2,89,258
airland13,3,2,90,265
airland13,3,2,91,262
airland13,3,2,92,269
airland13,3,2,93,270
airland13,3,2,94,272
airland13,3,2,95,274
airland13,3,2,96,279
airland13,3,2,97,281
airland13,3,2,98,282
airland13,3,2,99,292
airland13,3,2,100,296
airland13,3,2,101,295
airland13,3,2,102,301
airland13,3,2,103,306
airland13,3,2,104,309
airland13,3,2,105,311
airland13,3,2,106,312
airland13,3,2,107,313
airland13,3,2,108,319
airland13,3,2,109,318
airland13,3,2,110,321
airland13,3,2,111,324
airland13,3,2,112,327
airland13,3,2,113,328
airland13,3,2,114,331
airland13,3,2,115,336
airland13,3,2,116,340
airland13,3,2,117,343
airland13,3,2,118,342
airland13,3,2,119,354
airland13,3,2,120,355
airland13,3,2,121,358
airland13,3,2,122,361
airland13,3,2,123,365
airland13,3,2,124,367
airland13,3,2,125,368
airland13,3,2,126,376
airland13,3,2,127,381
airland13,3,2,128,382
airland13,3,2,129,384
airland13,3,2,130,385
airland13,3,2,131,395
airland13,3,2,132,397
airland13,3,2,133,399
airland13,3,2,134,400
airland13,3,2,135,402
airland13,3,2,136,404
airland13,3,2,137,411
airland13,3,2,138,413
airland13,3,2,139,407
airland13,3,2,140,418
airland13,3,2,141,415
airland13,3,2,142,414
airland13,3,2,143,422
airland13,3,2,144,427
airland13,3,2,145,429
airland13,3,2,146,438
airland13,3,2,147,433
airland13,3,2,148,439
airland13,3,2,149,445
airland13,3,2,150,446
airland13,3,2,151,450
airland13,3,2,152,449
airland13,3,2,153,454
airland13,3,2,154,455
airland13,3,2,155,461
airland13,3,2,156,467
airland13,3,2,157,476
airland13,3,2,158,471
airland13,3,2,159,478
airland13,3,2,160,480
airland13,3,2,161,485
airland13,3,2,162,487
airland13,3,2,163,486
airland13,3,2,164,492
airland13,3,2,165,491
airland13,3,2,166,495
airland13,3,2,167,496
airland13,3,3,1,0
airland13,3,3,2,1
airland13,3,3,3,3
airland13,3,3,4,7
airland13,3,3,5,13
airland13,3,3,6,11
airland13,3,3,7,16
airland13,3,3,8,18
airland13,3,3,9,21
airland13,3,3,10,25
airland13,3,3,11,27
airland13,3,3,12,29
airland13,3,3,13,33
airland13,3,3,14,32
airland13,3,3,15,35
airland13,3,3,16,38
airland13,3,3,17,39
airland13,3,3,18,42
airland13,3,3,19,45
airland13,3,3,20,50
airland13,3,3,21,54
airland13,3,3,22,58
airland13,3,3,23,55
airland13,3,3,24,63
airland13,3,3,25,67
airland13,3,3,26,71
airland13,3,3,27,72
airland13,3,3,28,73
airland13,3,3,29,76
airland13,3,3,30,81
airland13,3,3,31,79
airland13,3,3,32,85
airland13,3,3,33,87
airland13,3,3,34,94
airland13,3,3,35,96
airland13,3,3,36,97
airland13,3,3,37,99
airland13,3,3,38,101
airland13,3,3,39,104
airland13,3,3,40,106
airland13,3,3,41,109
airland13,3,3,42,115
airland13,3,3,43,116
airland13,3,3,44,112
airland13,3,3,45,119
airland13,3,3,46,123
airland13,3,3,47,124
airland13,3,3,48,130
airland13,3,3,49,133
airland13,3,3,50,135
airland13,3,3,51,138
airland13,3,3,52,140
airland13,3,3,53,139
airland13,3,3,54,144
airland13,3,3,55,147
airland13,3,3,56,149
airland13,3,3,57,158
airland13,3,3,58,159
airland13,3,3,59,163
airland13,3,3,60,162
airland13,3,3,61,164
airland13,3,3,62,166
airland13,3,3,63,168
airland13,3,3,64,169
airland13,3,3,65,172
airland13,3,3,66,175
airland13,3,3,67,177
airland13,3,3,68,178
airland13,3,3,69,179
airland13,3,3,70,184
airland13,3,3,71,187
airland13,3,3,72,185
airland13,3,3,73,190
airland13,3,3,74,189
airland13,3,3,75,191
airland13,3,3,76,200
airland13,3,3,77,202
airland13,3,3,78,205
airland13,3,3,79,209
airland13,3,3,80,208
airland13,3,3,81,221
airland13,3,3,82,223
airland13,3,3,83,226
airland13,3,3,84,231
airland13,3,3,85,230
airland13,3,3,86,242
airland13,3,3,87,238
airland13,3,3,88,243
airland13,3,3,89,253
airland13,3,3,90,255
airland13,3,3,91,264
airland13,3,3,92,261
airland13,3,3,93,266
airland13,3,3,94,267
airland13,3,3,95,271
airland13,3,3,96,276
airland13,3,3,97,277
airland13,3,3,98,283
airland13,3,3,99,284
airland13,3,3,100,290
airland13,3,3,101,289
airland13,3,3,102,293
airland13,3,3,103,286
airland13,3,3,104,291
airland13,3,3,105,303
airland13,3,3,106,305
airland13,3,3,107,308
airland13,3,3,108,310
airland13,3,3,109,320
airland13,3,3,110,315
airland13,3,3,111,322
airland13,3,3,112,316
airland13,3,3,113,325
airland13,3,3,114,323
airland13,3,3,115,330
airland13,3,3,116,335
airland13,3,3,117,334
airland13,3,3,118,338
airland13,3,3,119,344
airland13,3,3,120,345
airland13,3,3,121,348
airland13,3,3,122,351
airland13,3,3,123,356
airland13,3,3,124,353
airland13,3,3,125,357
airland13,3,3,126,359
airland13,3,3,127,364
airland13,3,3,128,372
airland13,3,3,129,373
airland13,3,3,130,375
airland13,3,3,131,379
airland13,3,3,132,388
airland13,3,3,133,386
airland13,3,3,134,387
airland13,3,3,135,392
airland13,3,3,136,394
airland13,3,3,137,398
airland13,3,3,138,401
airland13,3,3,139,408
airland13,3,3,140,403
airland13,3,3,141,416
airland13,3,3,142,423
airland13,3,3,143,420
airland13,3,3,144,425
airland13,3,3,145,426
airland13,3,3,146,431
airland13,3,3,147,430
airland13,3,3,148,435
airland13,3,3,149,442
airland13,3,3,150,440
airland13,3,3,151,441
airland13,3,3,152,443
airland13,3,3,153,447
airland13,3,3,154,453
airland13,3,3,155,458
airland13,3,3,156,462
airland13,3,3,157,463
airland13,3,3,158,466
airland13,3,3,159,465
airland13,3,3,160,469
airland13,3,3,161,475
airland13,3,3,162,473
airland13,3,3,163,479
airland13,3,3,164,484
airland13,3,3,165,489
airland13,3,3,166,490
airland13,3,3,167,499
airland13,4,1,1,4
airland13,4,1,2,6
airland13,4,1,3,10
airland13,4,1,4,12
airland13,4,1,5,20
airland13,4,1,6,23
airland13,4,1,7,22
airland13,4,1,8,26
airland13,4,1,9,30
airland13,4,1,10,31
airland13,4,1,11,37
airland13,4,1,12,43
airland13,4,1,13,50
airland13,4,1,14,54
airland13,4,1,15,58
airland13,4,1,16,63
airland13,4,1,17,71
airland13,4,1,18,74
airland13,4,1,19,78
airland13,4,1,20,83
airland13,4,1,21,88
airland13,4,1,22,94
airland13,4,1,23,96
airland13,4,1,24,102
airland13,4,1,25,107
airland13,4,1,26,113
airland13,4,1,27,115
airland13,4,1,28,116
airland13,4,1,29,118
airland13,4,1,30,120
airland13,4,1,31,122
airland13,4,1,32,131
airland13,4,1,33,127
airland13,4,1,34,137
airland13,4,1,35,144
airland13,4,1,36,147
airland13,4,1,37,149
airland13,4,1,38,158
airland13,4,1,39,159
airland13,4,1,40,173
airland13,4,1,41,187
airland13,4,1,42,185
airland13,4,1,43,190
airland13,4,1,44,191
airland13,4,1,45,203
airland13,4,1,46,207
airland13,4,1,47,210
airland13,4,1,48,209
airland13,4,1,49,208
airland13,4,1,50,217
airland13,4,1,51,220
airland13,4,1,52,226
airland13,4,1,53,228
airland13,4,1,54,231
airland13,4,1,55,232
airland13,4,1,56,235
airland13,4,1,57,239
airland13,4,1,58,236
airland13,4,1,59,243
airland13,4,1,60,248
airland13,4,1,61,254
airland13,4,1,62,251
airland13,4,1,63,256
airland13,4,1,64,260
airland13,4,1,65,263
airland13,4,1,66,267
airland13,4,1,67,275
airland13,4,1,68,284
airland13,4,1,69,288
airland13,4,1,70,294
airland13,4,1,71,297
airland13,4,1,72,303
airland13,4,1,73,304
